                               Güterart |      Freq.     Percent        Cum.
                              SITZBäNKE |          2        0.00       93.90
                                  SITZE |          1        0.00       93.90
                      SITZE FüR PORSCHE |          1        0.00       93.90
                           SITZGARNITUR |          1        0.00       93.90
                             SITZGRUPPE |          1        0.00       93.90
                   SM-PLUS-SCHIENE, USW |          1        0.00       93.90
                  SML-ROHR U. VERBINDER |          1        0.00       93.90
                           SNACKARTIKEL |          1        0.00       93.90
                          SOCKELLEISTEN |          3        0.00       93.90
                        SOFTWARE AUF CD |          4        0.00       93.91
               SOHLENLEDER, GUMMISORTEN |          1        0.00       93.91
                             SOJASCHROT |          1        0.00       93.91
                       SOLARKOLLEKTOREN |          1        0.00       93.91
                            SOLARMUDULE |          1        0.00       93.91
                           SOLARZUBEHöR |          4        0.00       93.91
                      SONNENBLUMENKERNE |          1        0.00       93.92
                   SONNENSCHUTZ-ANLAGEN |          1        0.00       93.92
                    SONNENSCHUTZANLAGEN |          3        0.00       93.92
           SORTIERBOX FüR PREISSCHILDER |          3        0.00       93.92
                        SORTIEREINLAGEN |          1        0.00       93.92
                   SORTIERRESTE AUS LVP |          1        0.00       93.92
                        SORTIMENTSWAREN |          4        0.00       93.93
                          SPACHTELMASSE |         24        0.02       93.95
                SPACHTELMASSE (TROCKEN) |          1        0.00       93.95
               SPACHTELMASSE / SACKWARE |          1        0.00       93.95
                  SPACHTELMASSE, KLEBER |          1        0.00       93.95
             SPACHTELMASSE, KLEINGERäTE |          1        0.00       93.95
                         SPACHTELMASSEN |          1        0.00       93.95
               SPACHTELMASSEN/WERKZEUGE |          2        0.00       93.95
                              SPALTBAND |          2        0.00       93.95
                    SPALTBAND (METALLE) |          1        0.00       93.96
                             SPANPLATTE |          1        0.00       93.96
                            SPANPLATTEN |         26        0.02       93.98
          SPANPLATTEN, PLATTENROHSTOFFE |          1        0.00       93.98
                     SPANPLATTEN, TüREN |          2        0.00       93.98
                  SPANPLATTEN, WERKZEUG |          1        0.00       93.98
                                SPARGEL |          3        0.00       93.98
                           SPARGELKöRBE |          1        0.00       93.98
                                 SPATEN |          1        0.00       93.99
                         SPECKSTEINOFEN |          1        0.00       93.99
                          SPEDITIONSGUT |          3        0.00       93.99
                      SPEDITIONSPAPIERE |          1        0.00       93.99
                              SPEERMüLL |          1        0.00       93.99
                               SPEICHER |          2        0.00       93.99
                        SPEICHERFENSTER |          2        0.00       93.99
          SPEICHERFENSTER (INSTANDGES.) |          1        0.00       93.99
                         SPEISEBEHäLTER |          3        0.00       94.00
                  SPEISEBEHäLTER - LEER |          1        0.00       94.00
                        SPEISECONTAINER |          6        0.01       94.00
                              SPEISEEIS |          8        0.01       94.01
                   SPEISEEIS, BACKWAREN |          1        0.00       94.01
                SPEISEEIS, TIEFKüHLKOST |          1        0.00       94.01
                SPEISEEIS, TIEFKüHLWARE |          1        0.00       94.01
 SPEISEEISROHSTOFFE (12 KG BINDEMITTEL) |          1        0.00       94.01
      SPEISEEISROHSTOFFE (12 KG KAFFEE) |          1        0.00       94.01
     SPEISEEISROHSTOFFE (125 KG ZUCKER) |          1        0.00       94.01
       SPEISEEISROHSTOFFE (20 KG KAKAO) |          1        0.00       94.02
 SPEISEEISROHSTOFFE (25 KG MILCHPULVER) |          1        0.00       94.02
SPEISEEISROHSTOFFE (27 KG VANILLEAROMA) |          1        0.00       94.02
      SPEISEEISROHSTOFFE (75 KG ZUCKER) |          1        0.00       94.02
SPEISEEISROHSTOFFE (8000 STK. SERVIETTE |          1        0.00       94.02
        SPEISEEISROHSTOFFE (EISWAFFELN) |          1        0.00       94.02
                        SPEISEEISSCHAEN |          1        0.00       94.02
                        SPEISEKARTOFFEL |          2        0.00       94.02
                       SPEISEKARTOFFELN |          4        0.00       94.03
                      SPEISELKARTOFFELN |          1        0.00       94.03
                                SPEISEN |         45        0.04       94.06
                     SPEISEN + GETRäNKE |          1        0.00       94.07
                  SPEISEN IN CONTAINERN |          2        0.00       94.07
                SPEISEN IN THERMOPORTEN |          1        0.00       94.07
               SPEISEN IN THERMOPORTERN |          1        0.00       94.07
          SPEISEN IN TRANSPORTBEHäLTERN |          1        0.00       94.07
                  SPEISEN, GEüäCKSTüCKE |          1        0.00       94.07
                       SPEISEN/GETRäNKE |          2        0.00       94.07
               SPEISEN/GETRäNKE/LEERGUT |          1        0.00       94.07
                        SPEISENBEHäLTER |          9        0.01       94.08
                         SPEISENBHäLTER |          1        0.00       94.08
                     SPEISENTHERMOPHORE |          1        0.00       94.08
               SPEISENTRANSPORTBEHäLTER |          2        0.00       94.08
                            SPEISERESTE |         11        0.01       94.09
                       SPENGLERMATERIAL |          2        0.00       94.09
                             SPERRFOLIE |          1        0.00       94.10
                               SPERRGUT |          3        0.00       94.10
                        SPERRGUT PAKETE |          1        0.00       94.10
                    SPERRGUT/ SPERRMüLL |          1        0.00       94.10
                       SPERRHOLZPLATTEN |          2        0.00       94.10
                             SPERRMUELL |          1        0.00       94.10
            SPERRMÜLL7 WERTSTOFFGEMISCH |          1        0.00       94.10
                              SPERRMüLL |         21        0.02       94.12
                SPERRMüLL / WILDER MüLL |          3        0.00       94.12
                SPERRMüLL UND REISEMüLL |          4        0.00       94.13
    SPERRMüLL, ALTREIFEN, ELEKTROGERäTE |          1        0.00       94.13
                       SPERRMüLL, RASEN |          1        0.00       94.13
                   SPERRMüLL-ENTSORGUNG |         11        0.01       94.14
                     SPEZIAL SPIELBODEN |          1        0.00       94.14
                    SPEZIALSäGE (220KG) |          1        0.00       94.14
                     SPEZIALSäGE(220KG) |          1        0.00       94.14
                                SPIEGEL |          2        0.00       94.14
                            SPIELGERÄTE |          1        0.00       94.14
                             SPIELGERäT |          3        0.00       94.15
                            SPIELGERäTE |          2        0.00       94.15
                             SPIELWAREN |         12        0.01       94.16
                   SPIELWAREN IM KARTON |          1        0.00       94.16
                              SPIELZEUG |          6        0.01       94.16
                SPINDEL-TREPPE/GELäNDER |          1        0.00       94.16
                           SPINDELMäHER |          1        0.00       94.16
                            SPIRITUOSEN |         16        0.01       94.18
              SPIRITUOSEN ZEITSCHRIFTEN |          1        0.00       94.18
         SPIRITUOSEN, KERAMIK, SüßWAREN |          2        0.00       94.18
         SPIRITUOSEN, PRäSENTE SüßWAREN |          1        0.00       94.18
                           SPIRITUOUSEN |          2        0.00       94.18
                      SPITT, BETONWAREN |          1        0.00       94.18
                                  SPLIT |          3        0.00       94.19
                                 SPLITT |         23        0.02       94.21
                            SPLITT 0/32 |          1        0.00       94.21
                             SPLITT 2/5 |          2        0.00       94.21
                             SPLITT 2/8 |          2        0.00       94.21
                           SPLITT 3/5MM |          1        0.00       94.21
                             SPLITT 8 M |          1        0.00       94.21
         SPLITT, BETONPLATTEN, PFLASTER |          3        0.00       94.21
                      SPLITTMATRIX 0/11 |          3        0.00       94.22
                           SPORTARTIKEL |          6        0.01       94.22
       SPORTARTIKEL IN KARTONS VERPACKT |          3        0.00       94.22
                             SPORTGERäT |          2        0.00       94.23
                            SPORTGERäTE |          1        0.00       94.23
                          SPORTKLEIDUNG |          1        0.00       94.23
                            SPRITZGERäT |          2        0.00       94.23
                      SPRITZGIESSFORMEN |          1        0.00       94.23
                                SPRUDEL |          1        0.00       94.23
                  SPRUDEL, GLASFLASCHEN |          1        0.00       94.23
                             SPRüHDOSEN |          1        0.00       94.23
                            SPUCKSTOFFE |          1        0.00       94.23
                                  SPäNE |          1        0.00       94.23
                             SPüLKASTEN |          5        0.00       94.24
                   SPüLKASTEN + ZUBEHöR |          1        0.00       94.24
                           SPüLMASCHINE |          2        0.00       94.24
                             SPüLMITTEL |          1        0.00       94.24
                              STABANKER |          1        0.00       94.24
                              STABEISEN |          1        0.00       94.24
                   STABEISEN UND BLECHE |          1        0.00       94.24
                         STABILISATOREN |          1        0.00       94.25
                              STABSTAHL |          2        0.00       94.25
                   STABSTAHL UND MATTEN |          1        0.00       94.25
                      STABSTAHL, MATTEN |          1        0.00       94.25
                             STACKDOSEN |          1        0.00       94.25
                              STADTMüLL |          2        0.00       94.25
                                  STAHL |         68        0.06       94.31
                    STAHL KONSTRUTIONEN |          1        0.00       94.31
                         STAHL VERZINKT |          1        0.00       94.31
                       STAHL,  BAUSTAHL |          1        0.00       94.31
                     STAHL-/ALUPRODUKTE |          2        0.00       94.31
                       STAHL-KLEINTEILE |          1        0.00       94.31
                      STAHL-ROHMATERIAL |          1        0.00       94.31
                          STAHL/-BLECHE |          1        0.00       94.31
                               STAHLBAU |          1        0.00       94.32
                         STAHLBAU-TEILE |          1        0.00       94.32
                          STAHLBAUTEILE |          3        0.00       94.32
                             STAHLBLECH |          4        0.00       94.32
                            STAHLBLECHE |          3        0.00       94.33
                    STAHLBäNDER/SCHROTT |          2        0.00       94.33
                       STAHLERZEUGNISSE |          2        0.00       94.33
                  STAHLGEBINDE,WERKZEUG |          1        0.00       94.33
                          STAHLGELäNDER |          1        0.00       94.33
                            STAHLGERüST |          1        0.00       94.33
                          STAHLGESTELLE |          2        0.00       94.33
                            STAHLGITTER |          2        0.00       94.33
                    STAHLKONSTRUKTIONEN |          1        0.00       94.34
                      STAHLKOSNTRUKTION |          1        0.00       94.34
                              STAHLMAST |          1        0.00       94.34
                          STAHLMATERIAL |          1        0.00       94.34
                            STAHLMATTEN |          2        0.00       94.34
                  STAHLMATTENZAUNFELDER |          2        0.00       94.34
                             STAHLMöBEL |          1        0.00       94.34
                           STAHLPLATTEN |          9        0.01       94.35
                           STAHLPROFILE |          3        0.00       94.35
                              STAHLROHR |          9        0.01       94.36
                 STAHLROHR + BLANKSTAHL |          2        0.00       94.36
                             STAHLROHRE |          6        0.01       94.37
                       STAHLROHRSTüTZEN |          1        0.00       94.37
                STAHLROHRSTüTZRN + DOKA |          1        0.00       94.37
                          STAHLROHTEILE |          1        0.00       94.37
                           STAHLSCHRANK |          3        0.00       94.37
                  STAHLSCHUTZSTEINTEILE |          1        0.00       94.37
                       STAHLSTELLRAHMEN |          1        0.00       94.37
                           STAHLSTüTZEN |          2        0.00       94.37
                     STAHLTEIL (TRäGER) |          1        0.00       94.38
                             STAHLTEILE |         22        0.02       94.39
                            STAHLTREPPE |          1        0.00       94.39
                            STAHLTRÄGER |          1        0.00       94.40
                            STAHLTRäGER |          3        0.00       94.40
               STAHLTRäGER FüR LADENBAU |          1        0.00       94.40
      STAHLTURM, 21 M LANG (SCHWERLAST) |          1        0.00       94.40
                               STAHLTüR |          1        0.00       94.40
                        STAHLTüR, ZARGE |          1        0.00       94.40
                             STAHLTüREN |          1        0.00       94.40
               STAHLTüREN UND STAHLTORE |          1        0.00       94.40
                         STAHLVERTEILER |          1        0.00       94.40
                            STAHLWALZEN |          2        0.00       94.41
                        STAHLZUSCHNITTE |          1        0.00       94.41
                     STALLEINRICHTUNGEN |          1        0.00       94.41
                              STAMMHOLZ |          5        0.00       94.41
                               STAMPFER |          2        0.00       94.41
                     STAMPFER, RUTSCHEL |          1        0.00       94.41
                    STAMPFER, RUTSCHERL |          1        0.00       94.42
                       STANDARD SCHIENE |          1        0.00       94.42
                       STANDEN/PFLANZEN |          1        0.00       94.42
           STANDERWANDPROFILE/SCHRAUBEN |          1        0.00       94.42
                                STANGEN |          1        0.00       94.42
                        STANGENMATERIAL |          2        0.00       94.42
                            STANZFORMEN |          1        0.00       94.42
                          STANZMASCHINE |          1        0.00       94.42
                             STANZTEILE |          1        0.00       94.42
                  STANZTEILE AUS METALL |          2        0.00       94.42
                        STAPELARMATUREN |          6        0.01       94.43
                                STAPLER |          1        0.00       94.43
                       STARTERBATTERIEN |          2        0.00       94.43
                                STATIVE |          1        0.00       94.43
         STATIVE, CD PLAYER, HOLZKLöTZE |          1        0.00       94.43
                                  STAUB |          1        0.00       94.43
                            STAUBSAUGER |         10        0.01       94.44
                             STAnzTEILE |          1        0.00       94.44
                             STECKDOSEN |          1        0.00       94.44
                            STECKKAPPEN |          1        0.00       94.45
                             STEGPLATTE |          1        0.00       94.45
                            STEGPLATTEN |          2        0.00       94.45
                          STEIN+ZIMMENT |          1        0.00       94.45
                                 STEINE |         48        0.04       94.49
                     STEINE (BAUSTOFFE) |          1        0.00       94.49
                         STEINE + BODEN |          1        0.00       94.49
                          STEINE / SAND |          1        0.00       94.49
                      STEINE BETONWAREN |          1        0.00       94.49
             STEINE HOLZ SAND MINERALB. |          1        0.00       94.49
                STEINE UND FERTIGMöRTEL |          1        0.00       94.49
                      STEINE UND ZEMENT |          1        0.00       94.49
                       STEINE, MATERIAL |          1        0.00       94.50
                         STEINE, MöRTEL |          1        0.00       94.50
                           STEINE, SAND |          1        0.00       94.50
                      STEINE,BETONSTAHL |          1        0.00       94.50
                           STEINPLATTEN |          1        0.00       94.50
                              STEINSAND |          1        0.00       94.50
                            STEINTREPPE |          1        0.00       94.50
                        STEINZEUGTASSEN |          1        0.00       94.50
                             STELLWäNDE |          2        0.00       94.50
                 STEMMHAMMER(5KG) KABEL |          1        0.00       94.50
                     STEMMHAMMER, KABEL |          2        0.00       94.51
                  STEMPEL + DRUCKSACHEN |          1        0.00       94.51
                        STEPPWOLLE GEB. |          2        0.00       94.51
                                  STERI |          1        0.00       94.51
                        STERI-CONTAINER |          1        0.00       94.51
                    STERILGUT-CONTAINER |          1        0.00       94.51
                              STEUERBOX |          1        0.00       94.51
                            STEUERTAFEL |          1        0.00       94.51
                          STIL-GARNITUR |          1        0.00       94.51
                           STILGARNITUR |          1        0.00       94.51
     STILGARNITUR /V2A ROHRE MIT TRäGER |          1        0.00       94.52
                                  STOFF |          2        0.00       94.52
                            STOFFBALLEN |          2        0.00       94.52
                                 STOFFE |          4        0.00       94.52
                        STOFFHANDTüCHER |         10        0.01       94.53
                            STOFFROLLEN |          1        0.00       94.53
                             STOFFWAREN |          1        0.00       94.53
                        STOFFZUSCHNITTE |          1        0.00       94.53
                            STOSSSTANGE |          1        0.00       94.53
                             STOßFäNGER |          1        0.00       94.53
                             STOßSTANGE |          1        0.00       94.54
           STR.SCHILDER, STR.ABSPERRUNG |          2        0.00       94.54
                              STRAHLGUT |          1        0.00       94.54
                             STRAHLSAND |          1        0.00       94.54
                       STRASSENAUFBRUCH |          2        0.00       94.54
         STRASSENBAUSTOFFE,VERKEHRSZEIC |          1        0.00       94.54
      STRASSENBAUSTOFFE,VERKEHRSZEICHEN |          1        0.00       94.54
                          STRASSENFRäSE |          2        0.00       94.54
                       STRASSENKEHRICHT |          2        0.00       94.55
                           STRASSENKIES |          7        0.01       94.55
              STRASSENREINIGUNG+GEHWEGE |          1        0.00       94.55
           STRASSENREINIGUNGSKEHRRICHT. |          1        0.00       94.55
                                STRAUCH |          6        0.01       94.56
                          STRAUCH/RASEN |          2        0.00       94.56
                            STRAUCHWERK |          2        0.00       94.56
                          STRAßENABFALL |          2        0.00       94.56
                         STRAßENABFäLLE |          1        0.00       94.56
                      STRAßENABSPERRUNG |          1        0.00       94.56
                           STRAßENFRäSE |          1        0.00       94.57
                          STRAßENKAPPEN |          1        0.00       94.57
                        STRAßENKEHRICHT |         11        0.01       94.58
           STRAßENKEHRICHT/KEHRMASCHINE |          1        0.00       94.58
                         STRAßENKERICHT |          3        0.00       94.58
                         STRAßENPFLÖCKE |          1        0.00       94.58
                         STRAßENPFLöCKE |          1        0.00       94.58
                        STRAßENSCHOTTER |          1        0.00       94.58
                           STRETCHFOLIE |          1        0.00       94.58
                               STREUGUT |         10        0.01       94.59
                          STREUMATERIAL |          1        0.00       94.59
             STREUMATERIAL (EDELSPLITT) |          1        0.00       94.59
                            STREUMITTEL |          1        0.00       94.59
                              STREUSALZ |         18        0.02       94.61
                        STREUSALZ SäCKE |          1        0.00       94.61
                      STREUSALZ U. SOLE |          1        0.00       94.61
                     STREUSALZ UND SOLE |          1        0.00       94.61
                            STREUSPLITT |          2        0.00       94.61
                                  STROH |          1        0.00       94.61
              STROMAGGREGAT, KOMPRESSOR |          2        0.00       94.62
                 STROMKäSTEN UND -KABEL |          1        0.00       94.62
                            STROMZäHLER |         15        0.01       94.63
                           STRUMPFWAREN |          2        0.00       94.63
                              STRäUCHER |          2        0.00       94.63
                                STRäUßE |          1        0.00       94.63
                            STRöMZäHLER |          1        0.00       94.63
                                  STUFE |          1        0.00       94.63
                                  STUHL |          2        0.00       94.64
                           STUHLFLANSCH |          1        0.00       94.64
                          STUHLFLANSCHP |          1        0.00       94.64
                           STUHLFLUNSCH |          1        0.00       94.64
                             STUHLTEILE |          1        0.00       94.64
                            STULFLANSCH |          1        0.00       94.64
                               STYROPER |          1        0.00       94.64
                               STYROPOR |          7        0.01       94.65
                      STYROPOR + ROLLEN |          1        0.00       94.65
                     STYROPOR IN SäCKEN |          1        0.00       94.65
                    STYROPOR UND ROLLEN |          1        0.00       94.65
                 STYROPOR, MINERALWOLLE |          2        0.00       94.65
                         STYROPORBLöCKE |          1        0.00       94.65
          STYROPORKISTE, 12 MENüSCHALEN |         11        0.01       94.66
                        STYROPORPLATTEN |          2        0.00       94.66
                              STYROPOR® |          2        0.00       94.66
                              STYROPUR® |          1        0.00       94.67
                               STÜCKGUT |          4        0.00       94.67
                        STÜHLE/WERKZEUG |          1        0.00       94.67
                            STäMMHAMMER |          2        0.00       94.67
                            STäNDERWERK |          1        0.00       94.67
                   STöMZäHLER LEITUNGEN |          1        0.00       94.67
                       STöRUNGSMATERIAL |          1        0.00       94.67
                               STüCKGUT |        139        0.12       94.79
  STüCKGUT (BRIEF- UND FRACHTSENDUNGEN) |          1        0.00       94.79
               STüCKGUT (BRIEFE/PAKETE) |          2        0.00       94.79
                      STüCKGUT (KARTON) |          1        0.00       94.79
                       STüCKGUT (MöBEL) |          1        0.00       94.79
                          STüCKGUT HOLZ |          1        0.00       94.80
               STüCKGUT KFZ ERSATZTEILE |         10        0.01       94.80
    STüCKGUT KFZ ERSATZTEILE RüCKHOLUNG |          1        0.00       94.81
                        STüCKGUT-PAKETE |          1        0.00       94.81
                     STüCKGUT/MüLLSäCKE |          1        0.00       94.81
                         STüCKGUT/ROHRE |          1        0.00       94.81
                             STüCKGUTER |          1        0.00       94.81
                             STüCKGüTER |          2        0.00       94.81
                               STüCKSUT |          1        0.00       94.81
                 STüCKSUT-14POS-LETZTEN |          1        0.00       94.81
                              STüCKWARE |          1        0.00       94.81
                                 STüHLE |          5        0.00       94.82
                      STüHLE UND TISCHE |          1        0.00       94.82
                       STüHLE, PALETTEN |          1        0.00       94.82
                                 STüRZE |          1        0.00       94.82
                                STüTZEN |          2        0.00       94.82
                    STüTZEN, HOLZTRäGER |          1        0.00       94.82
                      SUERSTOFFFLASCHEN |          1        0.00       94.82
                                  SUPPE |          2        0.00       94.82
                            SVS BLENDEN |          1        0.00       94.83
                    SVS BLENDEN FüR PKW |          1        0.00       94.83
                          SYROPOR+FOLIE |          1        0.00       94.83
                         SYSTEMBAUTEILE |          1        0.00       94.83
                                Saatgut |          1        0.00       94.83
                                   Sand |          3        0.00       94.83
                          Schnittblumen |          1        0.00       94.83
                              Sitzmöbel |          1        0.00       94.83
                          Spachtelmasse |          1        0.00       94.83
            Spachtelmasse u. Kleinteile |          1        0.00       94.83
                         Spannschlösser |          1        0.00       94.84
              Spülkästen, Kleinmaterial |          1        0.00       94.84
                       Stahlgitter Q331 |          1        0.00       94.84
                                  Stein |          1        0.00       94.84
                               Streugut |          1        0.00       94.84
                               Stückgut |          1        0.00       94.84
                                  S´GUT |          1        0.00       94.84
                                  SäCKE |         18        0.02       94.86
                  SäCKE MIT GRüNSCHNITT |          1        0.00       94.86
                            SäGEBLäTTER |          4        0.00       94.86
                              SäGESPäNE |          1        0.00       94.86
                                  SäRGE |         12        0.01       94.87
                                  SäURE |          2        0.00       94.87
                            SäUREPUMPEN |          2        0.00       94.87
                              SüSSWAREN |          2        0.00       94.88
                         SüßSTOFFPULVER |          1        0.00       94.88
                               SüßWAREN |          2        0.00       94.88
                               T StüCKE |          1        0.00       94.88
                            T-30 ZANGEN |          1        0.00       94.88
                         T-EISENPROFILE |          1        0.00       94.88
                T-EISENPROFILE, E-MOTOR |          1        0.00       94.88
                               T-SHIRTS |          1        0.00       94.88
                          T-STüCK REHAU |          1        0.00       94.88
                              T30-TüREN |          2        0.00       94.88
                             TABAKWAREN |         62        0.05       94.94
                 TABAKWAREN, ZIGARETTEN |          1        0.00       94.94
       TABAKWAREN,SPIRITUOSEN,SüSSWAREN |         10        0.01       94.95
                            TAFELBLECHE |          1        0.00       94.95
                            TAGESPRESSE |          1        0.00       94.95
                         TAGESZEITUNGEN |          1        0.00       94.95
                          TANKS, RöHREN |          1        0.00       94.95
                             TANNENGRüN |          3        0.00       94.95
                  TANNENGRüN UND KRäNZE |          1        0.00       94.95
                           TANNENZWEIGE |          3        0.00       94.96
                                 TAPETE |          1        0.00       94.96
                                TAPETEN |         13        0.01       94.97
                     TAPETEN UND STOFFE |          1        0.00       94.97
                        TAPETEN-LEITERN |          1        0.00       94.97
                          TAPETENBüCHER |          1        0.00       94.97
                    TASSEN UND TABLETTS |          1        0.00       94.97
                           TAUBENFUTTER |          2        0.00       94.97
                             TAUCHKöPFE |          1        0.00       94.97
                                TAUSALZ |          1        0.00       94.97
                                TAUWERK |          2        0.00       94.98
                               TB + PVC |          1        0.00       94.98
                               TB GERäT |          1        0.00       94.98
                                   TEBO |          5        0.00       94.98
                           TEBO-ZUBEHöR |          1        0.00       94.98
                      TECHN ERSATZTEILE |          1        0.00       94.98
                         TECHN. ARTIKEL |          2        0.00       94.98
                     TECHN. ERSATZTEILE |          4        0.00       94.99
                          TECHN. GERäTE |          2        0.00       94.99
     TECHN. GERäTE, SCHULUNGSUNTERLAGEN |          1        0.00       94.99
                                TECHNIK |          2        0.00       94.99
                 TECHNIK, KLEINMATERIAL |          1        0.00       94.99
                     TECHNISCHE ANLAGEN |          1        0.00       94.99
                        TECHNISCHE GASE |          1        0.00       95.00
                 TECHNISCHE GERÄTE CCTV |          1        0.00       95.00
                      TECHNISCHE GERäTE |          8        0.01       95.00
                 TECHNISCHE GERäTE CCTV |          1        0.00       95.00
             TECHNISCHE KUNSTSTOFFTEILE |          1        0.00       95.00
                    TECHNISCHE LEUCHTEN |          5        0.00       95.01
                      TECHNISCHES GERäT |          4        0.00       95.01
                                    TEE |          3        0.00       95.01
                            TEE, ORDNER |          1        0.00       95.02
                               TEEWAREN |          1        0.00       95.02
                              TEIGWAREN |          1        0.00       95.02
                   TEILE FüR RAUMZELLEN |          1        0.00       95.02
                   TEILE UND BAUGRUPPEN |          1        0.00       95.02
                  TEILE ZUM BESCHICHTEN |          1        0.00       95.02
                    TEILE ZUR REPARATUR |          1        0.00       95.02
                         TEILE, LEERGUT |          1        0.00       95.02
              TEILSTüCKE RIND + SCHWEIN |          1        0.00       95.02
                                TELEFON |          1        0.00       95.02
               TELEFONALAGENERSATZTEILE |          1        0.00       95.02
              TELEFONANLAGENERSATZTEILE |          6        0.01       95.03
                         TELEFONARTIKEL |          1        0.00       95.03
                           TELEFONKABEL |          1        0.00       95.03
                        TELEFONMATERIAL |          1        0.00       95.03
                              TELEGRAMM |          3        0.00       95.03
              TELEKOMMUNIKATIONSARTIKEL |          1        0.00       95.03
                TELEKOMMUNIKATIONSGERäT |          1        0.00       95.04
                           TENNISSOCKEN |          1        0.00       95.04
                                 TEPICH |          1        0.00       95.04
                                TEPPICH |          4        0.00       95.04
                  TEPPICH-SOCKELLEISTEN |          1        0.00       95.04
                           TEPPICHBELAG |          1        0.00       95.04
                           TEPPICHBODEN |         22        0.02       95.06
                   TEPPICHBODEN (RESTE) |          1        0.00       95.06
                 TEPPICHBODEN, TEPPICHE |          1        0.00       95.06
                   TEPPICHBODEN,ZUBEHöR |          1        0.00       95.06
                      TEPPICHBODENROLLE |          1        0.00       95.06
                           TEPPICHBöDEN |          7        0.01       95.07
                               TEPPICHE |         25        0.02       95.09
                       TEPPICHE, MATTEN |         11        0.01       95.10
                  TEPPICHE-POLSTERMöBEL |          1        0.00       95.10
                       TEPPICHE/FLIESEN |          1        0.00       95.10
                 TEPPICHE/KLEBER/ZEMENT |          1        0.00       95.10
                        TEPPICHE/LAMPEN |          1        0.00       95.10
                       TEPPICHKLEBEBAND |          1        0.00       95.10
                          TEPPICHKLEBER |          1        0.00       95.11
                           TEPPICHROLLE |          1        0.00       95.11
                            TEPPICHWARE |          1        0.00       95.11
                        TERRAZZOPLATTEN |          3        0.00       95.11
      TEST PUPPE FüR UNFALLUNTERSUCHUNG |          1        0.00       95.11
                             TESTGERäTE |          3        0.00       95.11
       TESTPUPPE FüR UNFALLUNTERSUCHUNG |          1        0.00       95.11
                             TETRA-PACK |          1        0.00       95.11
                        TETRA-PACK MüLL |          1        0.00       95.12
                              TEXTIELEN |          1        0.00       95.12
                                 TEXTIL |          6        0.01       95.12
                       TEXTIL-HäNGEWARE |          1        0.00       95.12
                         TEXTILE MUSTER |          5        0.00       95.13
                            TEXTILGüTER |          1        0.00       95.13
                               TEXTILIE |          6        0.01       95.13
                              TEXTILIEN |        142        0.12       95.25
                 TEXTILIEN (BEKLEIDUNG) |          1        0.00       95.25
              TEXTILIEN REINIGUNG+WäCHE |          1        0.00       95.25
                      TEXTILIEN, 698 KG |          1        0.00       95.25
            TEXTILIEN, ERSATZTEILE, ... |          1        0.00       95.25
                      TEXTILIEN, FOLIEN |          1        0.00       95.26
                      TEXTILIEN, SAUBER |          2        0.00       95.26
                   TEXTILIEN, SCHMUTZIG |          1        0.00       95.26
                      TEXTILIEN/ SCHUHE |          1        0.00       95.26
                            TEXTILWAREN |          3        0.00       95.26
                   TEXTLIEN (HÄNGEWARE) |          1        0.00       95.26
                     THEALIT KABELKANAL |          1        0.00       95.26
                     THEATER DEKORATION |          2        0.00       95.26
                      THEATERREQUISITEN |          1        0.00       95.27
                             THEMOPORTE |          1        0.00       95.27
             THERAPIE-LIEGEN/KG-ARTIKEL |          1        0.00       95.27
            THERAPIE-LIEGEN/REHA-GERäTE |          1        0.00       95.27
                                THERMEN |          1        0.00       95.27
            THERMO-ESSENBEHäLTER (LEER) |          1        0.00       95.27
            THERMO-ESSENBEHäLTER (VOLL) |          1        0.00       95.27
                         THERMOBEHäLTER |          4        0.00       95.27
                            THERMOBLOCK |          1        0.00       95.27
                              THERMOBOX |          1        0.00       95.28
                      THERMOSTATVENTILE |          1        0.00       95.28
                            THULE BOXEN |          1        0.00       95.28
                          THULE ZUBEHöR |          1        0.00       95.28
                   TIEFGEFRORENES ESSEN |          1        0.00       95.28
              TIEFGEKüHLTE LEBENSMITTEL |          3        0.00       95.28
                          TIEFKÜHLWAREN |          1        0.00       95.28
                    TIEFKüHL  BACKWAREN |          1        0.00       95.28
                TIEFKüHL - LEBENSMITTEL |          1        0.00       95.28
                     TIEFKüHL BACKWAREN |         10        0.01       95.29
                  TIEFKüHL-LEBENSMITTEL |         11        0.01       95.30
                        TIEFKüHLARTIKEL |          3        0.00       95.30
                          TIEFKüHLFKOST |          1        0.00       95.31
                           TIEFKüHLKOST |        105        0.09       95.39
        TIEFKüHLKOST (ESSEN AUF RäDERN) |          1        0.00       95.39
                     TIEFKüHLKOST / EIS |          1        0.00       95.40
          TIEFKüHLKOST/ESSEN AUF RäDERN |          1        0.00       95.40
                   TIEFKüHLLEBENSMITTEL |         11        0.01       95.41
                           TIEFKüHLWARE |         36        0.03       95.44
                          TIEFKüHLWAREN |         14        0.01       95.45
                          TIEFKüLHLKOST |          1        0.00       95.45
                              TIEFLADER |          1        0.00       95.45
                             TIEFLöFFEL |          1        0.00       95.45
                            TIEKüHLKOST |          1        0.00       95.45
                           TIELKüHLKOST |          1        0.00       95.45
                                  TIERE |          8        0.01       95.46
                             TIERFUTTER |          3        0.00       95.46
                       TIERISCHE ORGANE |          1        0.00       95.46
                            TIERKADAVER |         10        0.01       95.47
